design_name,width_mm,height_mm,price_gbp,helions_sku,photo_url
Halstead,3500,1600,2107.23,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4000,1000,2198.84,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4000,1200,2290.46,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4000,1400,2382.08,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4000,1600,2473.7,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4500,1000,2290.46,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4500,1200,2382.08,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4500,1400,2473.7,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,4500,1600,2565.32,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,5000,1000,2656.94,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,5000,1200,2748.56,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,5000,1400,2840.17,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
Halstead,5000,1600,2931.79,HF026DG,https://helionsforge.com/wp-content/uploads/2025/11/Gemini_Generated_Image_q6yvsvq6yvsvq6yv-1-300x143.png
